,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog Rating,retweet_count,full_text,favorite_count,display_text_range,created_at,jpg_url,Breed Prediction 1,Conf level 1
102,872620804844003328,2017-06-08 01:06:27,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,doggo,3911.0,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,21309.0,"[0, 116]",2017-06-08 01:06:27,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker spaniel,0.513191
103,872486979161796608,2017-06-07 16:14:40,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,None,doggo,9429.0,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,41606.0,"[0, 133]",2017-06-07 16:14:40,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861
104,872261713294495745,2017-06-07 01:19:32,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13,10,Harry,doggo,6649.0,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,35085.0,"[0, 138]",2017-06-07 01:19:32,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador retriever,0.972019
106,871879754684805121,2017-06-06 00:01:46,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13,10,Lassie,doggo,11918.0,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,39090.0,"[0, 136]",2017-06-06 00:01:46,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland sheepdog,0.969171
107,871762521631449091,2017-06-05 16:15:56,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12,10,Rover,doggo,3678.0,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,20787.0,"[0, 134]",2017-06-05 16:15:56,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador retriever,0.921393
114,870656317836468226,2017-06-02 15:00:16,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,Cody,doggo,2817.0,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",12819.0,"[0, 138]",2017-06-02 15:00:16,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495
115,870374049280663552,2017-06-01 20:18:38,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,doggo,27680.0,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,85011.0,"[0, 139]",2017-06-01 20:18:38,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden retriever,0.841001
116,870308999962521604,2017-06-01 16:00:09,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,Rumble,doggo,4384.0,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",22453.0,"[0, 125]",2017-06-01 16:00:09,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater swiss mountain dog,0.6227520000000001
119,869772420881756160,2017-05-31 04:27:59,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,doggo,10663.0,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",43710.0,"[0, 110]",2017-05-31 04:27:59,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148
120,869702957897576449,2017-05-30 23:51:58,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,Stanley,doggo,6728.0,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,29116.0,"[0, 139]",2017-05-30 23:51:58,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449
122,869227993411051520,2017-05-29 16:24:37,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,Gizmo,doggo,4023.0,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,21112.0,"[0, 127]",2017-05-29 16:24:37,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181
125,868622495443632128,2017-05-28 00:18:35,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13,10,None,doggo,6275.0,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,28295.0,"[0, 102]",2017-05-28 00:18:35,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador retriever,0.868107
126,868552278524837888,2017-05-27 19:39:34,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,Cooper,doggo,2240.0,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",10539.0,"[0, 139]",2017-05-27 19:39:34,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Whippet,0.378151
127,867900495410671616,2017-05-26 00:29:37,https://twitter.com/dog_rates/status/867900495410671616/photo/1,12,10,None,doggo,4439.0,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",24964.0,"[0, 127]",2017-05-26 00:29:37,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador retriever,0.522644
128,867774946302451713,2017-05-25 16:10:44,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13,10,Harold,doggo,7788.0,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,35179.0,"[0, 61]",2017-05-25 16:10:44,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border collie,0.661953
129,867421006826221569,2017-05-24 16:44:18,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12,10,Shikha,doggo,2697.0,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,16755.0,"[0, 133]",2017-05-24 16:44:18,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo dog,0.6164569999999999
130,867072653475098625,2017-05-23 17:40:04,"https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1",13,10,None,doggo,,,,,,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim spaniel,0.352946
131,867051520902168576,2017-05-23 16:16:06,https://twitter.com/dog_rates/status/867051520902168576/photo/1,13,10,None,doggo,8425.0,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",33420.0,"[0, 132]",2017-05-23 16:16:06,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403
134,866686824827068416,2017-05-22 16:06:55,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12,10,Lili,doggo,3727.0,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,20070.0,"[0, 134]",2017-05-22 16:06:55,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Flat-coated retriever,0.51473
135,866450705531457537,2017-05-22 00:28:40,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13,10,Jamesy,doggo,32883.0,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",106827.0,"[0, 106]",2017-05-22 00:28:40,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French bulldog,0.905334
136,866334964761202691,2017-05-21 16:48:45,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12,10,Coco,doggo,15546.0,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,54720.0,"[0, 112]",2017-05-21 16:48:45,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086
138,865718153858494464,2017-05-19 23:57:46,https://twitter.com/dog_rates/status/865718153858494464/photo/1,13,10,Boomer,doggo,6008.0,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",26640.0,"[0, 130]",2017-05-19 23:57:46,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Golden retriever,0.673664
139,865359393868664832,2017-05-19 00:12:11,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",13,10,Sammy,doggo,5384.0,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,27530.0,"[0, 127]",2017-05-19 00:12:11,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake bay retriever,0.832435
140,865006731092295680,2017-05-18 00:50:50,https://twitter.com/dog_rates/status/865006731092295680/photo/1,13,10,Nelly,doggo,8209.0,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,29063.0,"[0, 117]",2017-05-18 00:50:50,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882
142,864279568663928832,2017-05-16 00:41:21,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",12,10,Meatball,doggo,3266.0,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,15195.0,"[0, 129]",2017-05-16 00:41:21,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,Bull mastiff,0.668613
143,864197398364647424,2017-05-15 19:14:50,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",13,10,Paisley,doggo,9616.0,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,31459.0,"[0, 93]",2017-05-15 19:14:50,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,Golden retriever,0.945905
145,863553081350529029,2017-05-14 00:34:33,https://twitter.com/dog_rates/status/863553081350529029/video/1,13,10,Neptune,doggo,4489.0,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,15935.0,"[0, 91]",2017-05-14 00:34:33,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo dog,0.41333
147,863432100342583297,2017-05-13 16:33:49,https://twitter.com/dog_rates/status/863432100342583297/photo/1,12,10,Belle,doggo,5664.0,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,24829.0,"[0, 128]",2017-05-13 16:33:49,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire bullterrier,0.690517
150,863062471531167744,2017-05-12 16:05:02,"https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",13,10,Quinn,doggo,2687.0,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",8945.0,"[0, 139]",2017-05-12 16:05:02,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French bulldog,0.935804
151,862831371563274240,2017-05-12 00:46:44,"https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",13,10,Zooey,doggo,5457.0,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",20011.0,"[0, 121]",2017-05-12 00:46:44,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian terrier,0.207281
152,862722525377298433,2017-05-11 17:34:13,https://twitter.com/dog_rates/status/862722525377298433/photo/1,11,10,Dave,doggo,3809.0,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",17779.0,"[0, 135]",2017-05-11 17:34:13,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,Basset,0.39333
154,862096992088072192,2017-05-10 00:08:34,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",13,10,None,doggo,21840.0,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,66437.0,"[0, 107]",2017-05-10 00:08:34,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,Chow,0.677589
156,861383897657036800,2017-05-08 00:54:59,https://twitter.com/dog_rates/status/861383897657036800/photo/1,13,10,Hobbes,doggo,11528.0,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,37744.0,"[0, 72]",2017-05-08 00:54:59,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771008
161,860563773140209665,2017-05-05 18:36:06,"https://www.gofundme.com/help-lorenzo-beat-cancer,https://twitter.com/dog_rates/status/860563773140209665/photo/1,https://twitter.com/dog_rates/status/860563773140209665/photo/1",13,10,Lorenzo,doggo,2334.0,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",7878.0,"[0, 138]",2017-05-05 18:36:06,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Cardigan,0.583936
162,860524505164394496,2017-05-05 16:00:04,https://twitter.com/dog_rates/status/860524505164394496/photo/1,13,10,Carl,doggo,5698.0,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,24678.0,"[0, 97]",2017-05-05 16:00:04,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington terrier,0.286558
167,859851578198683649,2017-05-03 19:26:06,"https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1",13,10,Trooper,doggo,3780.0,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,16105.0,"[0, 137]",2017-05-03 19:26:06,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador retriever,0.899086
168,859607811541651456,2017-05-03 03:17:27,https://twitter.com/dog_rates/status/859607811541651456/photo/1,13,10,None,doggo,1704.0,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,19476.0,"[0, 136]",2017-05-03 03:17:27,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,Golden retriever,0.8955290000000001
172,858843525470990336,2017-05-01 00:40:27,https://twitter.com/dog_rates/status/858843525470990336/photo/1,13,10,None,doggo,3771.0,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,16304.0,"[0, 138]",2017-05-01 00:40:27,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,Golden retriever,0.57812
173,858471635011153920,2017-04-30 00:02:42,https://twitter.com/dog_rates/status/858471635011153920/photo/1,13,10,Sophie,doggo,5271.0,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,22640.0,"[0, 113]",2017-04-30 00:02:42,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.987407
175,857989990357356544,2017-04-28 16:08:49,https://twitter.com/dog_rates/status/857989990357356544/photo/1,12,10,Rosie,doggo,2812.0,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,16952.0,"[0, 134]",2017-04-28 16:08:49,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French bulldog,0.43258
176,857746408056729600,2017-04-28 00:00:54,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",13,10,Thor,doggo,11524.0,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,36021.0,"[0, 137]",2017-04-28 00:00:54,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador retriever,0.919832
177,857393404942143489,2017-04-27 00:38:11,"https://www.gofundme.com/meeko-needs-heart-surgery,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1",13,10,None,doggo,1785.0,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV",6236.0,"[0, 137]",2017-04-27 00:38:11,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,Malamute,0.8415969999999999
